2;1;0
1,999927662;1,000000001;1
1,999710648;1,000000008;2
1,999348958;1,000000042;3
1,998842593;1,000000134;4
1,998191551;1,000000327;5
1,997395833;1,000000678;6
1,99645544;1,000001256;7
1,995370371;1,000002143;8
1,994140626;1,000003433;9
1,992766206;1,000005233;10
1,991247111;1,000007661;11
1,989583341;1,000010851;12
1,987774896;1,000014945;13
1,985821778;1,000020102;14
1,983723987;1,000026491;15
1,981481524;1,000034294;16
1,97909439;1,000043705;17
1,976562586;1,000054932;18
1,973886114;1,000068194;19
1,971064976;1,000083724;20
1,968099175;1,000101767;21
1,964988712;1,000122581;22
1,961733591;1,000146434;23
1,958333816;1,00017361;24
1,954789389;1,000204404;25
1,951100317;1,000239124;26
1,947266603;1,000278089;27
1,943288253;1,000321633;28
1,939165274;1,0003701;29
1,934897673;1,000423849;30
1,930485457;1,000483251;31
1,925928636;1,000548687;32
1,921227217;1,000620554;33
1,916381213;1,000699259;34
1,911390634;1,000785224;35
1,906255493;1,000878881;36
1,900975803;1,000980675;37
1,895551579;1,001091066;38
1,889982838;1,001210524;39
1,884269595;1,001339532;40
1,878411871;1,001478586;41
1,872409685;1,001628194;42
1,866263058;1,001788877;43
1,859972014;1,001961168;44
1,853536579;1,002145614;45
1,846956778;1,002342772;46
1,84023264;1,002553213;47
1,833364196;1,002777521;48
1,826351478;1,003016291;49
1,81919452;1,003270132;50
1,81189336;1,003539664;51
1,804448036;1,003825521;52
1,79685859;1,004128348;53
1,789125065;1,004448803;54
1,781247508;1,004787557;55
1,773225968;1,005145294;56
1,765060497;1,005522707;57
1,756751149;1,005920506;58
1,748297981;1,006339409;59
1,739701055;1,006780151;60
1,730960434;1,007243476;61
1,722076185;1,00773014;62
1,713048379;1,008240915;63
1,703877089;1,008776581;64
1,694562392;1,009337933;65
1,685104371;1,009925778;66
1,67550311;1,010540934;67
1,665758698;1,011184234;68
1,655871228;1,011856519;69
1,645840797;1,012558646;70
1,635667507;1,013291483;71
1,625351464;1,014055909;72
1,614892778;1,014852818;73
1,604291564;1,015683113;74
1,593547943;1,01654771;75
1,582662039;1,017447539;76
1,571633983;1,01838354;77
1,56046391;1,019356665;78
1,54915196;1,020367881;79
1,53769828;1,021418162;80
1,526103022;1,022508498;81
1,514366342;1,023639889;82
1,502488406;1,024813349;83
1,490469381;1,026029901;84
1,478309444;1,027290581;85
1,466008777;1,028596438;86
1,453567569;1,029948532;87
1,440986015;1,031347933;88
1,428264317;1,032795725;89
1,415402684;1,034293003;90
1,402401333;1,035840874;91
1,389260487;1,037440454;92
1,375980376;1,039092874;93
1,362561241;1,040799275;94
1,349003326;1,042560809;95
1,335306887;1,04437864;96
1,321472185;1,046253942;97
1,307499492;1,048187903;98
1,293389086;1,050181719;99
1,279141255;1,052236599;100
1,264756296;1,054353764;101
1,250234514;1,056534443;102
1,235576224;1,058779878;103
1,220781749;1,061091323;104
1,205851424;1,063470041;105
1,19078559;1,065917305;106
1,1755846;1,068434402;107
1,160248819;1,071022626;108
1,144778618;1,073683284;109
1,129174381;1,076417692;110
1,113436502;1,079227178;111
1,097565387;1,082113079;112
1,08156145;1,085076742;113
1,065425118;1,088119526;114
1,049156831;1,091242798;115
1,032757037;1,094447936;116
1,016226197;1,097736328;117
0,999564786;1,101109372;118
0,982773289;1,104568475;119
0,965922976;1,108100092;120
0,949084924;1,111689709;121
0,932259332;1,115337282;122
0,915446399;1,119042769;123
0,898646325;1,122806126;124
0,881859308;1,126627308;125
0,865085549;1,13050627;126
0,848325245;1,134442965;127
0,831578596;1,138437348;128
0,8148458;1,14248937;129
0,798127056;1,146598984;130
0,781422561;1,15076614;131
0,764732513;1,154990791;132
0,748057112;1,159272885;133
0,731396553;1,163612371;134
0,714751036;1,168009199;135
0,698120757;1,172463316;136
0,681505913;1,176974669;137
0,664906701;1,181543205;138
0,648323319;1,18616887;139
0,631755962;1,190851608;140
0,615204827;1,195591365;141
0,598670111;1,200388084;142
0,58215201;1,205241708;143
0,565650718;1,21015218;144
0,549166433;1,215119441;145
0,532699349;1,220143433;146
0,516249662;1,225224096;147
0,499817566;1,23036137;148
0,483403257;1,235555193;149
0,467006929;1,240805505;150
0,450628776;1,246112242;151
0,434268993;1,251475343;152
0,417927774;1,256894744;153
0,401605312;1,262370379;154
0,385301801;1,267902185;155
0,369017435;1,273490096;156
0,352752405;1,279134045;157
0,336506906;1,284833966;158
0,320281129;1,290589791;159
0,304075268;1,296401452;160
0,287889513;1,302268879;161
0,271724058;1,308192004;162
0,255579094;1,314170756;163
0,239454812;1,320205064;164
0,223351403;1,326294857;165
0,207269059;1,332440062;166
0,191207969;1,338640607;167
0,175168325;1,344896418;168
0,159150317;1,351207421;169
0,143154134;1,357573541;170
0,127179966;1,363994702;171
0,111228003;1,370470829;172
0,095298434;1,377001845;173
0,079391447;1,383587672;174
0,063507231;1,390228232;175
0,047645975;1,396923446;176
0,031807866;1,403673236;177
0,015993093;1,41047752;178
0,000201842;1,417336219;179
-0,015565698;1,424249251;180
-0,031309342;1,431216534;181
-0,047028902;1,438237986;182
-0,062724192;1,445313523;183
-0,078395026;1,452443061;184
-0,094041218;1,459626516;185
-0,109662582;1,466863802;186
-0,125258934;1,474154835;187
-0,140830089;1,481499526;188
-0,156375861;1,48889779;189
-0,171896067;1,496349539;190
-0,187390522;1,503854684;191
-0,202859044;1,511413136;192
-0,218301447;1,519024806;193
-0,23371755;1,526689603;194
-0,24910717;1,534407437;195
-0,264470123;1,542178216;196
-0,279806229;1,550001847;197
-0,295115305;1,557878239;198
-0,310397169;1,565807298;199
-0,325651641;1,573788929;200
-0,340878539;1,581823038;201
-0,356077684;1,589909531;202
-0,371248894;1,59804831;203
-0,38639199;1,606239279;204
-0,401506793;1,614482343;205
-0,416593123;1,622777401;206
-0,431650801;1,631124357;207
-0,446679649;1,639523111;208
-0,461679489;1,647973565;209
-0,476650142;1,656475616;210
-0,491591432;1,665029165;211
-0,506503181;1,673634111;212
-0,521385212;1,682290351;213
-0,536237349;1,690997783;214
-0,551059417;1,699756303;215
-0,565851238;1,708565808;216
-0,580612638;1,717426193;217
-0,595343441;1,726337353;218
-0,610043474;1,735299182;219
-0,624712561;1,744311575;220
-0,63935053;1,753374424;221
